,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,10.04498553276062,3.9820863723043085,13.854225873947144,4.330808559490136,23.899213075637817,2.5105429124426824
