,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,9.651527166366577,4.144421842316426,8.968920469284058,4.459845545178861,18.620448350906372,2.1481759862164087
