,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,11.296959400177002,14.16310303792834,16.940354824066162,14.167353782876269,28.2373149394989,8.499391691958762
