,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,25.21270442008972,12.69201410004319,37.166062116622925,12.915008280775455,62.3787682056427,7.694925914817597
