,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,5.461639165878296,7.3238086195625725,4.738415479660034,8.441640496006034,10.200060367584229,3.921545418213398
