warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samples/s)
15.456857919692993,10.351392296629065,37.6063711643219,10.63649556220649,53.06323051452637,7.538176551284372
