,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,0.7725889682769775,103.54794500679377,0.48174023628234863,332.12920148572306,1.2543299198150635,127.55814676220923
