,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,3.767457962036133,10.61723857387964,3.2221739292144775,12.413979157776707,6.989632844924927,5.7227612504773315
