,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,9.620262622833252,8.315781297916303,14.422025680541992,8.320606456962729,24.04228925704956,4.991205234951335
