,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,6.557464122772217,12.19983800173342,9.813016176223755,12.228656087488323,16.37048101425171,7.3302671983511765
