,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,20.918142557144165,15.29772536571181,31.05281090736389,15.457537851627222,51.97095489501953,9.235928048072083
