,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,7.826598644256592,10.221553913296239,11.66720199584961,10.285242343681697,19.493802309036255,6.155802654486477
