,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,12.387670040130615,12.91606892027881,18.496866941452026,12.975170376673516,30.884538888931274,7.770878524788781
