,warmup.runtime(s),warmup.throughput(samples/s),training.runtime(s),training.throughput(samples/s),overall_training.runtime(s),overall_training.throughput(samles/s)
0,37.89076852798462,16.89065766843239,56.87740755081177,16.878406406662933,94.76817727088928,10.129982739415745
